gpId,Квартира,Этаж,Комнат,"Площадь, м²",Планировка,"Цена, руб.","Цена за м², руб.",Статус,"Цена продажи, руб.","Скидка, руб.","Получено средств (залог, ипотечные выплаты), руб.","Остаток, руб."
ГП-4,М-ГП4-В-152,6,3,77.80,С1Л23СКЛ,4400000.00,56555.27,продана,4310000.00,90000.00,3200000.00,1110000.00
ГП-4,М-ГП4-В-153,6,1,34.90,С1ЛКТ,2000000.00,57306.59,,,,,
ГП-4,М-ГП4-В-154,7,1,34.90,ТКЛ1С,2000000.00,57306.59,,,,,
ГП-4,М-ГП4-В-155,7,1,43.23,С1ЛК,2000000.00,46264.17,,,,,
ГП-4,М-ГП4-В-156,7,2,59.63,СКЛ12С,3600000.00,60372.30,продана,1800000.00,200000.00,800000.00,1000000.00
ГП-4,М-ГП4-В-157,7,2,54.41,С1КЛ2Т,3600000.00,66164.31,,,,,
ГП-4,М-ГП4-В-158,7,3,77.80,С1Л23СКЛ,4600000.00,59125.96,продана,4600000.00,,3200000.00,1400000.00
ГП-4,М-ГП4-В-159,7,1,34.90,С1ЛКТ,2000000.00,57306.59,продана,2000000.00,,700000.00,1300000.00
ГП-4,М-ГП4-В-160,8,1,34.90,ТКЛ1С,2000000.00,57306.59,,,,,
ГП-4,М-ГП4-В-161,8,1,43.23,С1ЛК,2000000.00,46264.17,продана,1960000.00,40000.00,900000.00,1060000.00
ГП-4,М-ГП4-В-162,8,2,59.63,СКЛ12С,3600000.00,60372.30,продана,2000000.00,,300000.00,1700000.00
ГП-4,М-ГП4-В-163,8,2,54.41,С1КЛ2Т,3600000.00,66164.31,,,,,
ГП-4,М-ГП4-В-164,8,3,77.80,С1Л23СКЛ,4700000.00,60411.31,продана,4700000.00,,300000.00,4400000.00
ГП-4,М-ГП4-В-165,8,1,34.90,С1ЛКТ,2000000.00,57306.59,,,,,
ГП-4,М-ГП4-В-166,9,1,34.90,ТКЛ1С,2000000.00,57306.59,,,,,
ГП-4,М-ГП4-В-167,9,1,43.23,С1ЛК,2000000.00,46264.17,,,,,
ГП-4,М-ГП4-В-168,9,2,59.63,СКЛ12С,3600000.00,60372.30,,,,,
ГП-4,М-ГП4-В-169,9,2,54.41,С1КЛ2Т,3600000.00,66164.31,,,,,
ГП-4,М-ГП4-В-170,9,3,77.80,С1Л23СКЛ,4800000.00,61696.66,,,,,
ГП-4,М-ГП4-В-171,9,1,34.90,С1ЛКТ,2000000.00,57306.59,,,,,
ГП-4,М-ГП4-В-172,10,1,34.90,ТКЛ1С,2000000.00,57306.59,продана,2000000.00,,500000.00,1500000.00
ГП-4,М-ГП4-В-173,10,1,43.23,С1ЛК,2000000.00,46264.17,продана,1870000.00,130000.00,300000.00,1570000.00
ГП-4,М-ГП4-В-174,10,2,59.63,СКЛ12С,3600000.00,60372.30,,,,,
ГП-4,М-ГП4-В-175,10,2,54.41,С1КЛ2Т,3600000.00,66164.31,продана,3600000.00,,3500000.00,100000.00
ГП-4,М-ГП4-В-176,10,3,77.80,С1Л23СКЛ,5000000.00,64267.35,,,,,
ГП-4,М-ГП4-В-177,10,1,34.90,С1ЛКТ,2000000.00,57306.59,,,,,
